label,text
smishing,"Please call our customer service representative on 6200992462 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM"
ham,It shall be fine. I have avalarr now. Will hollalater
ham,My uncles in canada...Wish you guys a great semester.
ham,I sent your maga that money yesterday oh.
ham,Will it help if we propose going back again tomorrow
ham,How is it possible to teach you. And where.
ham,Y bishan lei... I tot ü say lavender?
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl"
smishing,YOU ARE CHOSEN TO RECEIVE A £450 AWARD! Pls call claim number 09066364315 to collect your award which you are selected to receive as a valued mobile customer.
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,Ü neva tell me how i noe... I'm not at home in da aft wat...
ham,Went fast asleep dear.take care.
ham,Do u noe wat time e place dat sells 4d closes?
ham,You unbelievable faglord
ham,Also andros ice etc etc
ham,Wat uniform? In where get?
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,Yup next stop.
smishing,"Todays Vodafone numbers ending 8023 are selected to receive a Rs.2,00,000 award. If you have a match please call 8927307655 quoting claim code 6001 standard rates apply"
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
ham,Jesus armand really is trying to tell everybody he can find
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Yesterday its with me only . Now am going home.
ham,Two teams waiting for some players
ham,Ok i go change also...
ham,Can you do online transaction?
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,Okay... I booked all already... Including the one at bugis.
smishing,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,Goodmorning today i am late for 15 min.
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,Do ü noe if ben is going?
ham,… and don‘t worry we‘ll have finished by march … ish!
ham,Ok. Fine�
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,"K I'll head out in a few mins, see you there"
ham,You said not now. No problem. When you can. Let me know.
ham,Only once then after ill obey all yours.
ham,No pic. Please re-send.
ham,I went to project centre
smishing,Please call our customer service representative on 0800 169 6032 between 10am-9pm as you have WON a guaranteed £2000 cash or £6000 prize!
ham,Geeeee ... I love you so much I can barely stand it
ham,Thanx...
ham,R u in this continent?
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
spam,MORE THAN 60% UNITS SOLD in first 3 DAYS!!Unitech offers 2/3 bhk in sec 70 grgn@ 5250 psf!!1.5 YRS INTEREST FREE SCHEME.Call Agni 9212255555 to avail discounts
ham,Finish liao... U?
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
ham,Do you know where my lab goggles went
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,Sat right? Okay thanks...
ham,Kent vale lor... Ü wait 4 me there ar?
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,Can you pls send me that company name. In saibaba colany
smishing,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,Printer is cool. I mean groovy. Wine is groovying
smishing,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
smishing,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,Be happy there. I will come after noon
smishing,HMRC GOVUK:0ur records show that your tax refund of �398.90 can now be claime. Please continue via:https://ukhmrc-tax-refund.com�to claim your refund.
ham,"Dear, will call Tmorrow.pls accomodate."
ham,I'm reaching home in 5 min.
ham,I am in tirupur.  call you da.
smishing,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
ham,Men like shorter ladies. Gaze up into his eyes.
ham,"Yo my trip got postponed, you still stocked up?"
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,Ok. Wonderful�
smishing,You have 1 new voicemail. Please call 08719181503
smishing,Your SAM registration has been received! Click here to complete the process http:/rghst.us/xRI2284 Reply STOP 2 opt out of future texts
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,No. I.ll meet you in the library
ham,Going to take your babe out ?
ham,Nope... Think i will go for it on monday... Sorry i replied so late
smishing,We have identified some unusual activity on your online banking. Please log in via the secure link http:owly/nPyL308KyWG to avoid account suspension
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
ham,I cant pick the phone right now. Call me sometime back
ham,Hey morning what you come to ask:-) pa...
ham,Mm i had my food da from out
ham,I'm home�call me�
ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
ham,Yo sorry was in the shower sup
ham,56 w jetton ave if you forgot
ham,Please dont say like that. Hi hi hi
ham,"Awesome, be there in a minute"
ham,Thts wat Wright Brother did to fly..
ham,"Now, whats your house # again ? And do you have any beer there ?"
smishing,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.4,00,000 prize GUARANTEED. Call 8927307655. Claim Code LUCKY52. Valid 12hrs only."
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
smishing,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
smishing,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,A bloo bloo bloo I'll miss the first bowl
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,"Sorry, I'll go later"
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too."
ham,I cant pick the phone right now. Urgent?
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
ham,U calling me right? Call my hand phone...
ham,Happy new year to u too!
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
smishing,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
smishing,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
smishing,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,But we havent got da topic yet rite?
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
smishing,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
ham,R ü comin back for dinner?
ham,Nice.nice.how is it working?
smishing,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,Too late. I said i have the website. I didn't i have or dont have the slippers
spam,Nirala launches Aspire  - Noida extn 2/3/4 BHK  - No EMI for 30 mnths  - Corporate rates available  - Hurry for best locations Contact 9560090095
ham,I dont know why she.s not getting your messages
ham,Oh... Okie lor...We go on sat...
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
ham,Yo come over carlos will be here soon
ham,"Haha I heard that, text me when you're around"
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,Why didn't u call on your lunch?
ham,Ok. I asked for money how far
ham,When are you guys leaving?
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,Please tell me you have some of that special stock you were talking about
ham,"Thank you. And by the way, I just lost."
ham,Water logging in desert. Geoenvironmental implications.
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,"Sorry, I'll call you  later. I am in meeting sir."
