text,label,is_augmented,source,augmentation_type
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",phishing,False,mendeley_original,original
K.k:)apo k.good movie.,ham,False,mendeley_ham,original
"Congratulations! Your mobile number ending in 1234 has been chosen for a special £250 cash prize from O2. To claim, call 08001234567 now!",phishing,True,gpt_augmented,rephrase
"Urgent Message for CIBC Account Holder, Kindly login to confirm your login information Login to our secure server to check your information http://cibc.mobileupdate.granpianostudio.com/cibcfullz/Internet Support",phishing,False,mendeley_original,original
"Congratulations! Your mobile number ending in 5347 has been picked for a chance to win a cash prize of ₹2,00,000! To claim, call 9876543210 with your code 2041. Standard rates may apply.",phishing,True,gpt_augmented,rephrase
Are you there in room.,ham,False,mendeley_ham,original
"I noe la... U wana pei bf oso rite... K lor, other days den...",ham,False,mendeley_ham,original
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",phishing,False,mendeley_original,original
Are you this much buzy�.I don�t think so,ham,False,mendeley_ham,original
"Congratulations! You have been selected as a winner and are eligible to receive £1,000 cash or a luxury 4-star holiday package (flights included). Please call our authorized representative at 0871-277-8107 to claim your prize. Respond within 24 hours to secure your reward!",phishing,True,gpt_augmented,enhance
Congratulations! You've won £100 in gift vouchers. Please call our verification line at 0871 873 8034 to claim your prize. Offer expires soon!,phishing,True,gpt_augmented,enhance
Hey I am really * want to chat or see me  text to 08718738034,phishing,False,mendeley_original,original
Ultimately tor motive tui achieve korli.,ham,False,mendeley_ham,original
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),ham,False,mendeley_ham,original
You have received an important message regarding your account. Please contact our support team at 0871-240-0200 immediately to verify your details.,phishing,True,gpt_augmented,enhance
"Congratulations! As a valued customer, you have been selected to receive a £900 reward. To claim, please call 09061701461 with your claim code KL341. Act within 12 hours to secure your prize!",phishing,True,gpt_augmented,enhance
I can't make it tonight,ham,False,mendeley_ham,original
Company is very good.environment is terrific. All Good..,ham,False,mendeley_ham,original
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",phishing,False,mendeley_original,original
"Todays Vodafone numbers ending 7548 are selected to receive a Rs.2,00,000 award. If you have a match please call 8536074310 quoting claim code 4041 standard rates apply",phishing,False,mendeley_original,original
"Attention User, your KYC verification with PayPal has been put on hold. Call us at 1-800-555-0199 to avoid account suspension within 24 hours.",phishing,True,gpt_augmented,rephrase
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",ham,False,mendeley_ham,original
Good night my dear.. Sleepwell and sweet dreams,ham,False,mendeley_ham,original
Annoying isn't it.,ham,False,mendeley_ham,original
Tell me something. Thats okay.,ham,False,mendeley_ham,original
"Haha, that was the first person I was gonna ask",ham,False,mendeley_ham,original
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phishing,False,mendeley_original,original
"Congratulations! You've been selected for an exclusive offer: 750 anytime minutes, 150 texts, and a NEW smartphone for just £5/week. Call 0800 288 8812 to confirm your delivery by tomorrow. Act fast!",phishing,True,gpt_augmented,enhance
"Its ok., i just askd did u knw tht no?",ham,False,mendeley_ham,original
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,ham,False,mendeley_ham,original
how tall are you princess?,ham,False,mendeley_ham,original
Then wat r u doing now? Busy wif work?,ham,False,mendeley_ham,original
URGENT NOTICE: You have been selected as a winner in our exclusive draw! Claim your £2000 prize by calling 09058094507. Act fast—offer valid for the next 12 hours only!,phishing,True,gpt_augmented,enhance
"Congratulations! You’ve been selected for an exclusive upgrade on your Netflix account. To claim your rewards, visit http://www.netflix-upgrade.com now!",phishing,True,gpt_augmented,rewrite
Ok... Then r we meeting later?,ham,False,mendeley_ham,original
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",ham,False,mendeley_ham,original
Congratulations! You've been selected for a FREE Samsung Galaxy S21! Enjoy 300 minutes of calls anywhere. Reply NOW or call 9001234567 to claim!,phishing,True,gpt_augmented,rephrase
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",phishing,False,mendeley_original,original
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ham,False,mendeley_ham,original
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",phishing,False,mendeley_original,original
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,phishing,False,mendeley_original,original
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8536074310 to claim",phishing,False,mendeley_original,original
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",phishing,False,mendeley_original,original
"Dear SIM Subscriber, you have been selected for an exclusive reward! Claim your Bonus before it expires on 30 Apr. Call 0871 873 8034 now to confirm your delivery.",phishing,True,gpt_augmented,enhance
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,ham,False,mendeley_ham,original
You are a very very very very bad girl. Or lady.,ham,False,mendeley_ham,original
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,phishing,False,mendeley_original,original
Congratulations! You’ve been selected for an exclusive trial of our new banking app! Earn up to $500 in rewards! Call 0800-123-4567 to activate now.,phishing,True,gpt_augmented,rewrite
Ok..dats fine..,ham,False,mendeley_ham,original
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",ham,False,mendeley_ham,original
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",phishing,False,mendeley_original,original
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ham,False,mendeley_ham,original
Really? I crashed out cuddled on my sofa.,ham,False,mendeley_ham,original
"IMPORTANT MESSAGE FROM WESTPAC For the safety of our customers due to the recent COVID-19 virus, all customers are required to review and update their personal details. You will be unable to use Westpac services until you have done so. Please go to https:// westpac-mobile.cc/2update or call us on 132 032.",phishing,False,mendeley_original,original
Go where n buy? Juz buy when we get there lar.,ham,False,mendeley_ham,original
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",phishing,False,mendeley_original,original
LOL ... No just was busy,ham,False,mendeley_ham,original
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18call 08718728876",phishing,False,mendeley_original,original
Then she dun believe wat?,ham,False,mendeley_ham,original
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now.",phishing,False,mendeley_original,original
URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,phishing,False,mendeley_original,original
URGENT! Your Netflix account has been compromised. Verify your identity to avoid suspension. Visit bit.ly/netflix-secure now. 24hrs only!,phishing,True,gpt_augmented,rewrite
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call  on 08002986905,phishing,False,mendeley_original,original
Nite...,ham,False,mendeley_ham,original
"Hi, Mobile no. 7645092312 has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham,False,mendeley_ham,original
I called and said all to him:)then he have to choose this future.,ham,False,mendeley_ham,original
"Haha just kidding, papa needs drugs",ham,False,mendeley_ham,original
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,ham,False,mendeley_ham,original
I've reached home finally...,ham,False,mendeley_ham,original
Your SAM registration has been received! Click here to complete the process http:/rghst.us/xRI2284 Reply STOP 2 opt out of future texts,phishing,False,mendeley_original,original
I though we shd go out n have some fun so bar in town or something – sound ok?,ham,False,mendeley_ham,original
No no. I will check all rooms befor activities,ham,False,mendeley_ham,original
"Congratulations! You've been selected for an exclusive early access offer on our new banking app. Claim your $5,000 cash bonus by visiting www.bankoffer2025.com now!",phishing,True,gpt_augmented,rewrite
Congratulations! You've been selected for a chance to win £1500 cash or a luxury gift worth £2500. Call our support team at 08001234567 from 9am-6pm to claim your rewards!,phishing,True,gpt_augmented,rephrase
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 6299257179 from land line. Claim 3030. Valid 12hrs only",phishing,False,mendeley_original,original
I have many dependents,ham,False,mendeley_ham,original
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,ham,False,mendeley_ham,original
Congratulations! You've won an exclusive Apple Watch Series 9! Claim your prize by replying NOW or call 08005512345 to confirm your details!,phishing,True,gpt_augmented,rewrite
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,phishing,False,mendeley_original,original
"YOUR MOBILE NUMBER HAS WON 3.6 CRORE FROM SAMSUNG UK AWARD TO RECEIVE YOUR PRIZE,SEND UR NAME, MOBILE,N0,ADDRES, AGE,SEX, OCCUP TO�samsungzoneuk@outlook.com",phishing,False,mendeley_original,original
